Phone Number,School Website,Email Address
0102866000,http://www.driestarwartburg.nl,inforevius@driestarwartburg.nl
0205712410,http://www.fonsvitae.nl,info@fonsvitae.nl
0182691691,http://www.driestarcollege.nl,post@driestarcollege.nl
0786392800,http://www.wartburg.nl,infomarnix@wartburg.nl
0104801422,https://www.driestarwartburg.nl/beroepencollege-de-swaef/,infoswaef@driestarwartburg.nl
0206445151,http://www.nicolaas.nl,sint@nicolaas.nl
0206763868,http://www.ignatiusgymnasium.nl,info@ignatiusgymnasium.nl
0529408330,http://www.vechtdalcollege.nl,ommen@vechtdalcollege.nl
071-4029990,http://www.limes-katwijk.nl,info@limes-katwijk.nl
088-8508736,http://www.cse-zwolle.nl,info@cse-zwolle.nl
071 402 42 01,http://www.pietergroen.nl,info@pietergroen.nl
0523-612433,http://www.vechtdalcollege.nl/dedemsvaart,dedemsvaart@vechtdalcollege.nl
0345639050,http://www.kwc-culemborg.nl,info@kwc-culemborg.nl
0714013128,http://vakcollegerijnmond.nl/,info@vakcollegerijnmond.nl
0523281428,http://www.vechtdalcollege.nl,hardenberg@vechtdalcollege.nl
0294 805 200,http://www.casparuscollege.nl,cc-info@gsf.nl
0294-805250,http://www.vechtstedecollege.nl,info-vsc@gsf.nl
035 626 40 40,http://www.gooisepraktijkschool.nl,info-gps@gsf.nl
0358009900,https://gsf.nl/collegedebrink/,info-cdb@gsf.nl
0358009940,,isk-info@gsf.nl
0355287021,http://www.huizermaat.nl,info-hzm@gsf.nl
0356927676,http://www.defonteinbussum.nl,info-df@gsf.nl
035 7900800,https://arhc.nl/,info-arhc@gsf.nl
0345639050,http://www.kwc-culemborg.nl,info@kwc-culemborg.nl
088 020 54 00,http://www.aeresvmbo-almere.nl,vmbo.almere@aeres.nl
0358003250,http://www.gooislyceum.nl,info-gl@gsf.nl
088 020 53 00,http://www.aeresvmbo-lelystad.nl,vmbo.lelystad@aeres.nl
088 020 52 00,http://www.aeresvmbo-velp.nl,velp@aeres.nl
088 0205500,http://www.aeresvmbo-maartensdijk.nl,vmbo.maartensdijk@aeres.nl
088 0205900,https://www.aeresvmbo.nl/nijkerk,vmbo.nijkerk@aeres.nl
0513623034,http://www.aeresvmbo-heerenveen.nl,vmbo.heerenveen@aeres.nl
058 - 284 65 71,http://www.aeresvmbo-leeuwarden.nl,vmbo.leeuwarden@aeres.nl
088 020 51 20,https://www.aeresvmbo.nl/emmeloord-praktijkonderwijs,praktijkonderwijs.emmeloord@aeres.nl
088-0205100,http://www.aeresvmbo-emmeloord.nl,vmbo.emmeloord@aeres.nl
088 0205700,http://www.aeresvmbo-ede.nl,vmbo.ede@aeres.nl
0515 - 41 40 95,http://www.aeresvmbo-sneek.nl,vmbo.sneek@aeres.nl
0511 - 54 15 98,http://www.aeresvmbo.nl/buitenpost,vmbo.buitenpost@aeres.nl
0357200092,http://www.mlgm.nl,info@mlgm.nl
0416-652255,http://isk-waalwijk.nl,info@wvoranje.nl
0356942435,https://www.volant.nl/onze-scholen/,info@vitusmavo.nl en info@wdz.nl
0356931153,http://www.vituscollege.nl/,info@vituscollege.nl
0357123545,,mediaschool@atscholen.nl
0416333146,http://www.met-pro.nl,info@met-pro.nl
0416-333069,https://www.het-willem.nl,info@wvoranje.nl
0356479843,http://www.alberdingkthijmmavo.nl,atm@atscholen.nl
0416-691722,https://www.het-willem.nl,info@wvoranje.nl
0356850014,http://www.grootgoylant.nl,gg@atscholen.nl
0356247481,http://www.hetalc.nl,aloysiuscollege@atscholen.nl
0356729900,http://www.atchilversum.nl,atc@atscholen.nl
0228511680,https://www.vonknh.nl/vmbo,grootebroek@vonknh.nl
0355395422,http://www.laarenberg.nl,lb@atscholen.nl
072 5713051,https://www.vonknh.nl/vmbo,heerhugowaard@vonknh.nl
035-6729931,http://www.ishilversum.nl,info@ishilversum.nl
0206363636,http://www.vonknh.nl/vmbo,amsterdam@vonknh.nl
0224212725,https://www.vonknh.nl/vmbo,schagen@vonknh.nl
0555341061,http://www.van-voorthuysenschool.nl,voorthuysen@leerplein055.nl
0251653600,http://www.vonknh.nl/vmbo,castricum@vonknh.nl
0299454545,https://www.vonknh.nl/vmbo,purmerend@vonknh.nl
0229259494,https://www.vonknh.nl/vmbo,hoorn@vonknh.nl
0725610934,http://www.vonknh.nl/vmbo,alkmaar@vonknh.nl
0263518202,http://www.vestercollege.nl,info@vestercollege.nl
0882836887,http://wwww.gentiaancollege.nl,info@gentiaancollege.nl
0575-760760,http://www.isendoorn.nl,administratie@isendoorn.nl
0263537480,http://www.briantcollege.nl,info@briantcollege.nl
0570 - 62 47 00,http://www.linde-deventer.nl,info@linde-deventer.nl
0575512495,http://www.anneflokstraschool.nl,info@anneflokstraschool.nl
0263537480,http://www.blink-veenendaal.nl,Info@blink-veenendaal.nl
0543 - 47 32 81,http://www.hetbariet.nl,info@hetbariet.nl
0318 – 61 04 81,http://www.toekomst-ede.nl,info@toekomst-ede.nl
0316 - 22 16 15,http://www.derabot.nl,info@derabot.nl
0263537480,http://www.kroonpad.nl,info@kroonpad.nl
0887792270,http://www.debolster.nl,info@debolster.nl
0263537480,http://www.prisma-arnhem.nl,info@prisma-arnhem.nl
0883574522,,oosterbeek@sgmbrouwerij.nl
0488417700,,info@mefortacollege.nl
0553689580,http://www.gentiaancollege.nl,info@gentiaancollege.nl
0263537480,http://www.mefortacollege.nl,info@mefortacollege.nl
0318477100,http://www.hetstreek.nl,info.zln@hetstreek.nl
0883574522,http://www.sgmbrouwerij.nl,oosterbeek@sgmbrouwerij.nl
0263537480,http://www.mariendael.nl,info@mariendael.nl
0475323437,http://www.praktijkonderwijsroermond.nl,info@pro-roermond.nl
0318632505,http://www.hetstreek.nl,info.lyceum@hetstreek.nl
0355248020,http://www.erfgooiers.nl,administratie@erfgooierscollege.nl
0263348800,http://www.vaart-oosterbeek.nl,info@vaart-oosterbeek.nl
0318477100,http://www.hetstreek.nl,info.college@hetstreek.nl
0548533600,http://www.reggesteyn.nl,info@reggesteyn.nl
0548533800,http://www.reggesteyn.nl,administratie.r@reggesteyn.nl
0887792270,http://www.debolster.nl,info@debolster.nl
0413283000 (menukeuze 1),http://www.udenscollege.nl,havo.vwo@udenscollege.nl
020 - 584 90 10,https://het4egymnasium.nl,info@het4egymnasium.nl
0413283000 (menukeuze 2),http://www.udenscollege.nl,sector.vmbo@udenscollege.nl
0202623240,https://alasca.espritscholen.nl,info@alasca.espritscholen.nl
020 5893038,http://www.springhigh.nl,info@springhigh.nl
020 - 606 9000,https://marcanti.espritscholen.nl,info@marcanti.espritscholen.nl
0207235280,http://www.aics.espritscholen.nl,info@aics.espritscholen.nl
0205771240,https://aics.espritscholen.nl,info@aics.espritscholen.nl
0205849677,https://cartesius.espritscholen.nl,info@cartesius.espritscholen.nl
020 - 5 854 854,https://mundus.espritscholen.nl,info@mundus.espritscholen.nl
020 4802700,https://denise.espritscholen.nl/,info@denise.espritscholen.nl
020 - 572 1200,https://berlage.espritscholen.nl/,info@berlagelyceum.eu
0172-589765,http://www.groenehartscholen.nl/rijnwoude,admrijnwoude@scopescholen.nl
0172-449550,http://www.groenehartscholen.nl/topmavo,admtopmavo@scopescholen.nl
0172473175,http://www.groenehartpraktijkschool.nl,admpraktijkschool@scopescholen.nl
050 571 01 95,http://www.csgkluiverboom.nl,info@csgkluiverboom.nl
050 571 85 44,http://www.csgselion.nl,info@csgselion.nl
0172-449510,http://www.groenehartscholen.nl/lyceum,admlyceum@scopescholen.nl
0164-210199,https://www.lps-hetkwadrant.nl,hetkwadrant@lpsnet.nl
0172449500,http://www.groenehartscholen.nl/leerpark,admleerpark@scopescholen.nl
0172430234,http://www.ashramcollege.nl,info@ashramcollege.nl
0172579216,http://www.ashramcollege.nl,nieuwkoop@ashramcollege.nl
0172-748180,https://www.prismavso.nl,prismavso@scopescholen.nl
050 313 97 20,http://www.csgaugustinus.nl,info@csgaugustinus.nl
0505410656,http://www.csgwesselgansfort.nl,info@csgwesselgansfort.nl
0302283060,http://www.hetnieuwelyceum.nl,hnl@hetnieuwelyceum.nl
0597553195,,prowinschoten@dollardcollege.nl
0597 454940,http://www.dollardcollege.nl,bovenburen@dollardcollege.nl
079-3169042,http://clauslaan.onc.nl,clauslaan@onc.unicoz.nl
079-3411041,http://parkdreef.onc.nl/parkdreef/,parkdreef@onc.unicoz.nl
024-3995560,https://montessoricollege.nl,grb.adm@montessoricollege.nl
0597481960,http://www.dollardcollege.nl,pekela@dollardcollege.nl
024-3287000,https://montessoricollege.nl,k33@montessoricollege.nl
0597553150,http://www.dollardcollege.nl,bellingwolde@dollardcollege.nl
0597 67 09 70,http://www.dollardcollege.nl,campus@dollardcollege.nl
0596601284,http://www.dollardcollege.nl,woldendorp@dollardcollege.nl
0597553195,http://www.dollardcollege.nl,prowinschoten@dollardcollege.nl
0243283000,https://montessoricollege.nl,k27@montessoricollege.nl
0599696020,http://www.ubboemmius.nl/praktijkonderwijs,pro@ubboemmius.nl
0599-692800,http://www.ubboemmius.nl,spl@ubboemmius.nl
0599 692400,http://www.ubboemmius.nl/engelandlaan/,eng@ubboemmius.nl
0356098200,http://www.griftland.nl,mail@griftland.nl
0599331701,http://www.ubboemmius.nl,ons@ubboemmius.nl
0599631122,http://www.ubboemmius.nl,stt@ubboemmius.nl
(0597) 670200,http://www.dollardcollege.nl,hommesplein@dollardcollege.nl
0599652628,http://www.ubboemmius.nl,mrs@ubboemmius.nl
0546561870,https://www.hetnoordik.nl/,vriezenveen@noordik.nl
0355429743,http://www.waldheim.nl,mail@waldheim.nl
0186634343,http://www.dewillem.nl,directie@dewillem.nl
0546642479,https://www.hetnoordik.nl/,vroomshoop@noordik.nl
0513801899,https://www.pleinjoure.nl,pleinjoure@bornego.nl
0546819889,https://www.almacollege.nl,info@almacollege.nl
(0513) 726 600,https://www.kei.college,info@kei.college
0182 516077,http://www.degoudsewaarden.nl,praktijkonderwijs@degoudsewaarden.nl
(0513) 801 800,https://www.bornego.nl,info@bornego.nl
(0513) 801800,http://www.bornego.nl,info@bornego.nl
0546-484848,https://www.hetnoordik.nl/,lyceum@noordik.nl
0182 516077,http://www.degoudsewaarden.nl,vmbo@degoudsewaarden.nl
0182573000,http://www.degoudsewaarden.nl,lyceum@degoudsewaarden.nl
0264423038,http://www.guido.nl,arnhem@guido.nl
0513-801800,http://www.bornego.nl,info@bornego.nl
053 573 06 06,http://www.assinklyceum.nl,vanbrakelstraat@hetassink.nl
0527681237,http://www.berechja.nl,info@berechja.nl
033-479 29 00,http://www.guido.nl,info@guido.nl
0545273535,http://www.staring.nl,info@staring.nl
0334792900,http://www.guido.nl,info@guido.nl
0545271413,http://www.staring.nl,info@staring.nl
033 479 29 00,http://www.guido.nl,vmbo@guido.nl
0545 47 71 82,http://www.assinklyceum.nl,parallelweg@hetassink.nl
0888885400,http://www.portuur.nl,info@portuur.nl
0545 47 71 80,http://www.assinklyceum.nl,rekkenseweg@hetassink.nl
053 573 07 08,http://www.assinklyceum.nl,bouwmeester@hetassink.nl
0118 652100,http://www.cswalcheren.nl,cswtoorop@cswalcheren.nl
0162 422 827,http://www.dezwaaikom.nl,info@dezwaaikom.nl
0118650540,,info@iskw.nl
0118-652100,http://www.cswalcheren.nl,cswbestevaer@cswalcheren.nl
0348413120,http://www.kalsbeek.nl,contact_bre@kalsbeek.nl
0118 652100,http://www.cswalcheren.nl,cswvandeperre@cswalcheren.nl
0334559363,http://www.hooghelandt.nl,info@hooghelandt.nl
0402909420,http://www.lcl.nl,info@lcl.nl
0334727721,http://www.mavomuurhuizen.nl,info@mavomuurhuizen.nl
0334728203,http://www.hetelement.eu,info@hetelement.eu
0348417694,http://www.kalsbeek.nl,contact_spk@kalsbeek.nl
033-4612984,http://www.hetnieuweeemland.nl,info@hetnieuweeemland.nl
0162513469,http://www.dongemondcollege.nl,info@dongemondcollege.nl
0343489911,,bestuur@cvog.nl
030-6924820,http://www.clz.nl,info@clz.nl
0162513469,http://www.dongemondcollege.nl,info@dongemondcollege.nl
030-6916551,http://www.ccz.nu,info@ccz.nu
0343489911,http://www.beukenrodeonderwijs.nl,admin@beukenrodeonderwijs.nl
0306954617,http://www.seystercollege.nl,info@seystecollege.nl
(0343) 412145,https://www.reviusdoorn.nl,c.vandenberg@reviusdoorn.nl
0343571539,http://www.reviuswijk.nl,reviuswijk@reviuswijk.nl
0343489911,http://https://www.cvog.nl/contact/,infolindenhorst@despong.nl
030-6004800,http://www.oosterlicht.nl,post@oosterlicht.nl
0305112000,http://https://www.globecollege.nl,info@globecollege.nl
0263397030,http://www.dorenweerd.nl,info@dorenweerd.nl
0343489911,http://https://www.cvog.nl/contact/,info@cvog.nl
0364262408,http://broeckland.nl,info@broeckland.nl
0347-325620,https://www.oosterlichtvianen.nl/,post.vianen@oosterlicht.nl
0302712214,http://www.gerritrietveldcollege.nl,info@gerritrietveldcollege.nl
0306886699,http://www.svp-debaanbreker.nl,administratie@svp-debaanbreker.nl
,,
,,administratie@gregorius.nl
085-7608300,http://www.niftarlake.nl,info@niftarlake.nl
0302512492,http://www.pro-kranenburg.nl,info@pro-kranenburg.nl
0302512315,https://www.boni.nl,boni@boni.nl
0302843000,http://www.cgu.nl,mail@cgu.nl
0343489911,http://www.beukenrodeonderwijs.nl,bestuur@cvog.nl
0306774338,http://www.amadeuslyceum.nl,Info@amadeuslyceum.nl
0302326795,http://www.gregorius.nl,administratie@gregorius.nl
0515548222,http://www.marnecollege.nl,info@marnecollege.nl
0514602216,http://www.csgbogerman.nl,info@csgbogerman.nl
0514532110,http://www.csgbogerman.nl,info@csgbogerman.nl
0306344297,http://www.hethoutens.nl,directiesecretariaat@mijnhoutens.nl
0515548222,http://www.marnecollege.nl,info@marnecollege.nl
0306379944,http://www.heemlanden.nl,info@heemlanden.nl
071 5769243,http://www.vlietlandcollege.nl/,adm@vlietlandcollege.nl
0152137988,http://www.hermanbroerenschool.nu,infowestland@hermanbroeren.nu
0515 859801,http://dediken.nl,info@dediken.nl
0152137988,http://www.hermanbroerenschool.nu,info@hermanbroeren.nu
079-3319204,http://www.erasmuscollege.nl,dalton@erasmuscollege.nl
0515482482,http://www.csgbogerman.nl,info@csgbogerman.nl
0412224190,http://www.hethooghuis.nl/mondriaan,infomondriaancollege@hethooghuis.nl
0152141066,http://www.hermanbroerencollege.nu,info@hermanbroeren.nu
0412224110,https://desingel.hethooghuis.nl/,infosingel@hethooghuis.nl
0341-436170,http://www.ccnv.nl,info@ccnv.nl
0412224150,http://www.hethooghuis.nl,i.arts@hethooghuis.nl
0515482482,http://www.csgbogerman.nl,info@csgbogerman.nl
0412224130,https://heesch.hethooghuis.nl/,infoheesch@hethooghuis.nl
0412224140,https://stadion.hethooghuis.nl/,infostadion@hethooghuis.nl
074-2457777,http://lyceumdegrundel.nl/,lyceumdegrundel@carmelhengelo.nl
0412-224160 / 224150,http://www.hethooghuis.nl/zuidwest,i.arts@hethooghuis.nl
074-2457788,http://avilacollege.nl/,avilacollege@carmelhengelo.nl
0412224180,https://tbl.hethooghuis.nl/,i.smit@hethooghuis.nl
074-7504850,https://ctstorkcollege.nl/,info@ctstorkcollege.nl
074-3762118,http://twickelcollege.nl/,twickelcollege@carmelhengelo.nl
0537504700,http://wethouderbeversstraat.bc-enschede.nl/,beversstraat@bc-enschede.nl/
074-2654081,http://www.twickelcollege.nl,twickelborne@carmelhengelo.nl
0537512200,http://www.bc-enschede.nl,bruggertstraat@bc-enschede.nl
0537512400,http://www.bc-enschede.nl,info@bc-enschede.nl
0537512701,http://www.bc-enschede.nl,geessinkweg@bc-enschede.nl
0537512600,http://www.bc-enschede.nl,waalslaan@bc-enschede.nl
074-2555333,http://twickelcollege.nl/,twickelhengelo@carmelhengelo.nl
0541351528,https://www.twentscarmelcollege.nl,denekamp@twentscarmelcollege.nl
0546488488,http://canisius.nl,info@canisius.nl
053-8522750,https://www.twentscarmelcollege.nl,losser@twentscarmelcollege.nl
0546488488,http://www.canisius.nl,info@canisius.nl
0541-572780,https://www.twentscarmelcollege.nl,dethij@twentscarmelcollege.nl
0541-512066,https://www.twentscarmelcollege.nl,lyceumstraat@twentscarmelcollege.nl
0541532976,https://www.twentscarmelcollege.nl,praktijkonderwijs@twentscarmelcollege.nl
0541532333,https://www.twentscarmelcollege.nl,potskampstraat@twentscarmelcollege.nl
0572-348500,http://www.carmelcollegesalland.nl,school@carmelcollegesalland.nl
0572348500,http://www.carmelcollegesalland.nl,school@carmelcollegesalland.nl
0572348500,http://www.carmelcollegesalland.nl,info@carmelcollegesalland.nl
0544 477070,http://www.marianum.nl,info@marianum.nl
0182748313,http://www.carmelcollegegouda.nl,iskgouda@carmelcollegegouda.nl
0544 477070,http://www.marianum.nl,info@marianum.nl
0546819889,https://almacollege.nl/,info@almacollege.nl
0548512245,https://www.piusx.nl/locaties/rijssen,info@piusx.nl
0182-513822,http://www.antoniusmavoxl.nl,antoniusmavoxl@carmelcollegegouda.nl
0182-514344,http://www.carmelcollegegouda.nl,antoniuscollege@carmelcollegegouda.nl
0546540808,https://www.piusx.nl/locaties/aalderinkshoek,info@piusx.nl
0570-504730,https://demarke-ehl.nl/,info.demarke@ettyhillesumlyceum.nl
0570 504660,https://hetstormink-ehl.nl/,info.hetstormink@ettyhillesumlyceum.nl
0570-504600,https://arkelstein-ehl.nl/,info.arkelstein@ettyhillesumlyceum.nl
0570-504680,https://demarke-ehl.nl/,info.demarke@ettyhillesumlyceum.nl
0570-504640,https://deboerhaave-ehl.nl/,info.deboerhaave@ettyhillesumlyceum.nl
0570-504660,https://hetstormink-ehl.nl/,info.hetstormink@ettyhillesumlyceum.nl
0570-504620,https://www.hetvlier-ehl.nl/,info.hetvlier@ettyhillesumlyceum.nl
0402111069,http://www.augustinianum.nl,info@augustinianum.nl
,,
,http://www.csgliudger.nl,cvb@csgliudger.nl
0703451577,http://www.gymnasium-sorghvliet.nl,administratie@gymnasium-sorghvliet.nl
0765330330,http://www.denassau.nl,algemeen@denassau.nl
0516421681,http://www.csgliudger.nl,waskemeer@csgliudger.nl
0765330330,http://www.denassau.nl,algemeen@denassau.nl
0512 51 76 24,https://www.prodrachten.nl/,info@prodrachten.nl
0505375200,http://www.maartenscollege.nl,info@maartens.nl
0519531620,http://www.boelensschool.nl,ibs@dockinga.nl
0591 - 622 870,http://www.carmelemmen.nl,info@carmelemmen.nl
0511460260,http://www.csgliudger.nl,burgum@csgliudger.nl
0512305700,http://www.csgliudger.nl,splitting@csgliudger.nl
0519229620,http://www.dockinga.nl,hv@dockinga.nl
0519229630,http://www.dockinga.nl,vmbo-vakschool@dockinga.nl
0512305700,http://www.csgliudger.nl,raai@csgliudger.nl
0519229600,http://www.dockinga.nl,hv@dockinga.nl
0519229650,http://www.dockinga.nl,vmboth@dockinga.nl
0511452900,http://www.lauwerscollege.nl,kollum@lauwerscollege.nl
0594212543,http://www.lauwerscollege.nl,grijpskerk@lauwerscollege.nl
038-8700800,http://www.pieterzandt.nl,info@pieterzandt.nl
0505262094,http://www.wlg.nl,info@wlg.nl
038-8700800,http://www.pieterzandt.nl,info@pieterzandt.nl
0402412844,http://www.fritsphilips.eu,info@fritsphilips.eu
0402519652,http://www.olympiadatzijnwij.nl,loc.oly@huygenscollege.nl
0511542415,http://www.lauwerscollege.nl,Buitenpost@lauwerscollege.nl
010 591 58 83,https://www.lentiz.nl/revius-mavo,reviusmavo@lentiz.nl
0402516221,http://www.huygenslyceum.nl/,secretariaat.hl@huygenslyceum.nl
010 - 5915883,http://www.lentiz.nl/reviuslyceum,reviuslyceum@lentiz.nl
0174624710,http://www.lentiz.nl/dalton,dalton@lentiz.nl
0104348555,http://www.geuzencollege.nl,geuzencollege@lentiz.nl
0104735377,http://www.lifecollege.nl,lifecollege@lentiz.nl
0104357000,https://www.lentiz.nl/groen-van-prinstererlyceum,groenvanprinsterer@lentiz.nl
010-5910499,http://www.lentiz.nl/vmbo-maasland,vmbo-maasland@lentiz.nl
010 - 244 01 00,https://stc.nl/opleidingen/vmbo/stc-vmbo-college,servicecentrum-wzd@stc-r.nl
0383325262,http://www.pieterzandt.nl,info@pieterzandt.nl
0174671170,http://www.lentiz.nl/floracollege,floracollege@lentiz.nl
010 429 02 66,https://vmbo-stc.nl,servicecentrum-af@stc-r.nl
038-8700800,http://www.pieterzandt.nl,info@pieterzandt.nl
0561618818,http://wolvega.voterra.nl,vowolvega@terra.nl
0522253364,http://www.meppel.voterra.nl,meppel@voterra.nl
0503091625,https://eelde.voterra.nl/terra-eelde,eelde@voterra.nl
0591617344,http://emmen.voterra.nl,emmen@voterra.nl
0592312298,https://www.voterra.nl/Vestigingen/Assen.html,assen@voterra.nl
0594-505800,https://oldekerk.voterra.nl/terra-vo-oldekerk,oldekerk@voterra.nl
088-2097060,https://www.curio.nl/locaties/curio-isk-breda/,isk@curio.nl
088-2097200,https://www.curio.nl/effent/,effent@curio.nl
088-2097330,https://www.curio.nl/scala,scala@curio.nl
088-2097070,https://www.curio.nl/prinsentuin-oudenbosch/,prinsentuinoudenbosch@curio.nl
088-2097161,https://www.curio.nl/steenspil/,infopunt@curio.nl
088-2097474,http://www.curio.nl/prinsentuin-andel,prinsentuinandel@curio.nl
088-2097700,https://www.curio.nl/praktijkschool/,praktijkschoolbreda@curio.nl
0595447070,https://winsum.voterra.nl/terra-vo-winsum,winsum.voterra@terra.nl en winsum.pro@terra.nl
088-2097733,https://www.curio.nl/de-rotonde/,derotonde@curio.nl
088-2097878,https://www.curio.nl/prinsentuin-van-cooth/,prinsentuinvancooth@curio.nl
088-2098491,https://www.curio.nl/locaties/isk-drebbelstraat-20/,isk@curio.nl
078-625 6100,http://www.loketzwijndrecht.nl,info@loketzwijndrecht.nl
088-2097409,https://www.curio.nl/pomona/,pomonavmbo@curio.nl
0135397050,http://www.schakelcollegetilburg.nl,infosct@schakelcollegetilburg.nl
0715150599,http://www.leokanner.nl,administratie@leokanner.nl
0786194566,http://www.develsteincollege.nl,info@develsteincollege.nl
0365368233,https://www.eduvier.nl/nautiluscollegelierstraat,nautiluscollege@eduvier.nl
0135397040,http://www.campus013.nl,info@campus013.nl
036 820 03 95,https://www.eduvier.nl/nautiluscollegepaulkleestraat,nautiluscollege@eduvier.nl
0320252378,http://www.eduvier.nl,info@eduvier.nl
0135784770,http://www.reeshofcollege.nl,info@reeshofcollege.nl
0715150599,http://www.leokanner.nl,administratie@leokanner.nl
0715814566,http://www.leokanner.nl,administratie@leokanner.nl
0320252254,https://www.eduvier.nl/desteiger,desteiger@eduvier.nl
0715190233,http://www.leokanner.nl,a.remerij@leokanner.nl
0715237237,http://www.leokanner.nl,r.vanhetmaalpad@leokanner.nl
0320413549,http://www.eduvier.nl,info@eduvier.nl
0527623577,https://www.eduvier.nl/casteleijncollege,casteleijncollege@eduvier.nl
0365300031,https://www.eduvier.nl/nautiluscollegeradioweg,radioweg@eduvier.nl
0320252378,http://www.eduvier.nl,info@eduvier.nl
088 547 77 35,https://www.eduvier.nl/stedenschool,info@eduvier.nl
0786442020,http://www.delagewaard.nl,info@delagewaard.nl
0708505500,http://http://www.pleysier.nl/oosterbeek,oosterbeek@pleysier.nl
088-343 33 00,http://www.de-pijler.nl,admin@de-pijler.nl
079-3437961,http://www.pleysier.nl/zoetermeer,zoetermeer@pleysier.nl
0223641517,http://www.demeerpaaldenhelder.nl,directie@demeerpaaldenhelder.nl
0152577431,http://www.pleysier.nl/delft,delft@pleysier.nl
0703150050,http://www.pleysier.nl/westerbeek,westerbeek@pleysier.nl
078-6442040,http://www.delagewaard.nl,info@delagewaard.nl
0703150000,http://www.pleysier.nl,info@pleysier.nl
0788905100,http://www.insulacollege.nl,insulacollege.lp@h3o.nl
078 890 52 00,http://mavo.insulacollege.nl/,insulacollege.ko@h3o.nl
0788905400,https://havovwo.insulacollege.nl/havo-vwo,insulacollege.ha@H3O.nl
030 6915604,http://www.de-breul.nl,info@de-breul.nl
073-8200400,http://www.eldecollege.nl,info@eldecollege.nl
0738200600,http://www.eldecollege.nl,info@eldecollege.nl
0571261411,http://www.danieldebrouwerschool.nl,admin@danieldebrouwerschool.nl
073-8200400,http://www.eldecollege.nl,info@eldecollege.nl
055-5262300,https://jfsg.nl/passend-onderwijs/cluster-4/,hkp@jfsg.nl
0384540642,http://www.so-zwolle.nl,info@so-zwolle.nl
0523267700,http://www.prohardenberg.nl,info@prohardenberg.nl
,,
0497-361261,http://www.piusx-college.nl,info@piusx-college.nl
,,
0205979340,http://www.kiemmontessori.nl,kiemm@msa.nl
0205747744,http://www.amsterdamslyceum.nl,het@amsterdamslyceum.nl
020-6767855,http://www.montessorilyceumamsterdam.nl,info.mla@msa.nl
020-5979899,http://www.oostpoort.nl,oostpoort@msa.nl
020-6767855,http://www.hetmla.nl/,info.mla@msa.nl
0205979300,http://www.hetmml.nl,info.mml@msa.nl
0765015905,http://www.k-s-e.nl,kse@k-s-e.nl
0475321980,http://www.hermanbroeren.nl,info@hermanbroeren.nl
0575538720,http://www.vszutphen.nl,administratie@vszutphen.nl
0880103670,https://www.neoncollege-attendiz.nl,neoncollege@attendiz.nl
0884304910,https://ocr-attendiz.nl/de-meander/,demeander@attendiz.nl
0534332240,https://hetmeerik-attendiz.nl/,hetmeerik@attendiz.nl
053-4326370,http://pantarheicollege-attendiz.nl,pantarheicollege@attendiz.nl
020-5979360,http://www.ivko.nl,k.wannet@msa.nl
0505201800,http://www.parcivalcollege.nl,administratie@parcivalcollege.nl
088 777 61 90,http://www.debouwsteen-attendiz.nl/,debouwsteen@attendiz.nl
06-292879471,https://erveoldemeule-attendiz.nl/,eom@attendiz.nl
0104706422,http://www.spieringshoek.nl,info@spieringshoek.nl
0546-633184,https://twentsvakcollege-attendiz.nl,tvcmota@attendiz.nl
0880203700,https://omniscollege-attendiz.nl,omniscollege@attendiz.nl
074-2503890,https://twentsvakcollege-attendiz.nl/,twentsvakcollege@attendiz.nl
0534335512,https://ocr-attendiz.nl/,ocr@attendiz.nl
0880407171,http://www.shlonderwijs.nl/rietschanscollege,rietschans@shlonderwijs.nl
0880407100,http://www.shlonderwijs.nl/emauscollege,emauscollege@shlonderwijs.nl
5994163270,http://www.learningsaba.com,administration@learningsaba.com
,,
0850660700,http://www.shlonderwijs.nl,beekdal@shlonderwijs.nl
0224214071,http://www.viertaalcollege-schagen.nl,viertaalcollegeschagen@viertaal.nl
,,
,http://www.viertaalcollege-denhaag.nl,
020 623 48 09,https://www.denieuweschool.amsterdam,info@denieuweschool.com
0206426161,http://www.jsgmaimonides.nl,info@jsgmaimonides.nl
5997157777,http://www.sgbonaire.com,bestuurssecretaris@sgbonaire.com
+59998887227,http://www.vespuccicollege.net,info@vespuccicollege.net
0880407200,http://www.shlonderwijs.nl/lasenberg,lasenberg@shlonderwijs.nl
015 750 60 30,http://www.stanislascollege.nl/pijnacker,scp@stanislascollege.nl
0793310300,http://www.motionbeweegcollege.nl,info@motionbeweegcollege.nl
0204119048,http://www.viertaalcollege-amsterdam.nl,viertaalcollegeamsterdam@viertaal.nl
070 394 05 65,http://www.stanislaspro.nl,scpro@stanislascollege.nl
0793471700,http://www.picasso-lyceum.nl,info@picasso-lyceum.nl
0174414400,https://sweelincklaan.isw.info/site/nl,sweelincklaan@isw.info
0793512512,http://www.praktijkcollegezoetermeer.nl,info@praktijkcollegezoetermeer.nl
070 319 70 10,http://www.stanislascollege.nl/rijswijk,beweeg@stanislascollege.nl
0174248205,https://irenestraat.isw.info/site/nl,irenestraat@isw.info
0174-445588,https://gasthuislaan.isw.info/site/nl,gasthuislaan@isw.info
0174615310,https://westlandpraktijkcollege.isw.info/site/nl,westlandpraktijkcollege@isw.info
0174620943,https://westlandvakcollege.isw.info/site/nl,westlandvakcollege@isw.info
0707002000,,a.hermans@lvodh.nl
